URL,Port,Infoerror,Commonname,Internal Expiration,External Expiration,WAF Type,Issuer,Days,Copytocust,Checked,Supported by,BU,CDB,Lifecycle,Installer,Ticket
"ala.demo.vpsweb.pci.choicepoint.net","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 02:30:42 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.demo.vpsweb.pci.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"ala.uat.agency.pci.choicepoint.net","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 02:30:45 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.uat.agency.pci.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"demo.funeralhome.vitalchek.com","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-31 23:40:06 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.funeralhome.vitalchek.com","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"demo.funeralhome.vitalchek.com.risk.regn.net","443","bad 28","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 11:19:34 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.funeralhome.vitalchek.com.risk.regn.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"demo.vps.vitalchek.com","443","bad 28","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-31 23:42:26 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.vps.vitalchek.com","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"demo2-agency-vitalchek-extvip.pci.choicepoint.net","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 11:21:34 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo2-agency-vitalchek-extvip.pci.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"demo2-funeralhome-vitalchek-extvip.pci.choicepoint.net","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 11:21:34 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo2-funeralhome-vitalchek-extvip.pci.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"uat-agency.vitalchek.choicepoint.net","443","bad 28","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 20:57:04 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat-agency.vitalchek.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"uat-agency.vitalchek.com","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 05:02:54 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat-agency.vitalchek.com","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"uat-funeralhome.vitalchek.choicepoint.net","443","bad 28","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 20:57:41 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat-funeralhome.vitalchek.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"uat-funeralhome.vitalchek.com","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 05:03:29 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat-funeralhome.vitalchek.com","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"uat2-agency-vitalchek-extvip.pci.choicepoint.net","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 21:02:54 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat2-agency-vitalchek-extvip.pci.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"uat2-funeralhome-vitalchek-extvip.pci.choicepoint.net","443","good","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 21:02:56 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat2-funeralhome-vitalchek-extvip.pci.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"vcnlpdemo01-vpsweb.choicepoint.net","443","bad 28","demo.agency.vitalchek.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 21:11:17 ","VCN_ProductionSupport@vitalchek.com","VIT","https://cdb.rs.lexisnexis.net/ssl/index.php?q=vcnlpdemo01-vpsweb.choicepoint.net","Non-Prod","VCN_ProductionSupport@vitalchek.com",""
"payments.lexisnexis.com","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 10:03:05 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=payments.lexisnexis.com","Prod","vcn_productionsupport@vitalchek.com",""
"ala.payments.pci.choicepoint.net","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 02:30:43 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.payments.pci.choicepoint.net","Prod","vcn_productionsupport@vitalchek.com",""
"antares.vcnweb.com","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-31 22:48:49 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=antares.vcnweb.com","Prod","VCN_ProductionSupport@vitalchek.com",""
"bct.payments.lexisnexis.com","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-31 22:55:42 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.payments.lexisnexis.com","Prod","vcn_productionsupport@vitalchek.com",""
"bct.payments.pci.choicepoint.net","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 06:58:02 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.payments.pci.choicepoint.net","Prod","vcn_productionsupport@vitalchek.com",""
"payments.lexisnexis.com.risk.regn.net","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 16:34:10 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=payments.lexisnexis.com.risk.regn.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"payments2.lexisnexis.com","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 03:34:39 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=payments2.lexisnexis.com","Prod","vcn_productionsupport@vitalchek.com",""
"payments2.lexisnexis_vip.pci.choicepoint.net","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 16:34:10 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=payments2.lexisnexis_vip.pci.choicepoint.net","Prod","vcn_productionsupport@vitalchek.com",""
"payments3-lexisnexis-extvip.pci.choicepoint.net","443","good","payments.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 16:34:22 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=payments3-lexisnexis-extvip.pci.choicepoint.net","Prod","vcn_productionsupport@vitalchek.com",""
"paymentsolutions.lexisnexis.com","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 10:03:02 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=paymentsolutions.lexisnexis.com","Prod","vcn_productionsupport@vitalchek.com",""
"ala.demo.paymentsolutions.pci.choicepoint.net","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 02:30:41 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.demo.paymentsolutions.pci.choicepoint.net","","",""
"ala.paymentsolutions.pci.choicepoint.net","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 02:30:44 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.paymentsolutions.pci.choicepoint.net","","",""
"ala.uat.paymentsolutions.pci.choicepoint.net","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 02:30:51 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.uat.paymentsolutions.pci.choicepoint.net","Non-Prod","vcn_productionsupport@vitalchek.com",""
"bct.paymentsolutions.lexisnexis.com","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-31 22:55:42 ","vcn_networkoperations@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.paymentsolutions.lexisnexis.com","Prod","",""
"bct.paymentsolutions.pci.choicepoint.net","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 06:58:02 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.paymentsolutions.pci.choicepoint.net","","",""
"bct.paymentsolutions.vitalchek.com","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-31 22:55:42 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=bct.paymentsolutions.vitalchek.com","","",""
"demo2-paymentsolutions-extvip.pci.choicepoint.net","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 11:21:35 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo2-paymentsolutions-extvip.pci.choicepoint.net","","",""
"paymentsolutions2.lexisnexis_vip.pci.choicepoint.net","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 16:34:58 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=paymentsolutions2.lexisnexis_vip.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"paymentsolutions3-lexisnexis-extvip.pci.choicepoint.net","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 16:35:10 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=paymentsolutions3-lexisnexis-extvip.pci.choicepoint.net","","",""
"uat-paymentsolutions.lexisnexis.com","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 05:03:30 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat-paymentsolutions.lexisnexis.com","Non-Prod","vcn_productionsupport@vitalchek.com",""
"uat-paymentsolutions.lexisnexis.risk.regn.net","443","bad 28","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 20:59:27 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat-paymentsolutions.lexisnexis.risk.regn.net","Non-Prod","vcn_productionsupport@vitalchek.com",""
"uat2-paymentsolutions-extvip.pci.choicepoint.net","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 21:02:56 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat2-paymentsolutions-extvip.pci.choicepoint.net","Non-Prod","vcn_productionsupport@vitalchek.com",""
"www.paymentsolutions.lexisnexis.com","443","good","paymentsolutions.lexisnexis.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 06:08:03 ","vcn_networkoperations@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=www.paymentsolutions.lexisnexis.com","Prod","",""
"ala.demo.cocourts.pci.choicepoint.net","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 02:30:38 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.demo.cocourts.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"ala.uat.cocourts.pci.choicepoint.net","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 02:30:47 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=ala.uat.cocourts.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"demo.cocourts.com","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-31 23:39:28 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.cocourts.com","Prod","VCN_ProductionSupport@vitalchek.com",""
"demo.trudiligence.cocourts.com","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-31 23:42:05 ","vcn_productionsupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo.trudiligence.cocourts.com","Prod","vcn_productionsupport@vitalchek.com",""
"demo2-cocourts-extvip.pci.choicepoint.net","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 11:21:34 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo2-cocourts-extvip.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"demo2-trudiligence-cocourts-extvip.pci.choicepoint.net","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 11:21:36 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=demo2-trudiligence-cocourts-extvip.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"uat-trudiligence.cocourts.com","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 05:03:30 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat-trudiligence.cocourts.com","Prod","VCN_ProductionSupport@vitalchek.com",""
"uat2-cocourts-extvip.pci.choicepoint.net","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 21:02:55 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat2-cocourts-extvip.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"uat2-trudiligence-cocourts-extvip.pci.choicepoint.net","443","good","uat.cocourts.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 21:02:57 ","VCN_ProductionSupport@vitalchek.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uat2-trudiligence-cocourts-extvip.pci.choicepoint.net","Prod","VCN_ProductionSupport@vitalchek.com",""
"wsnac.lexisnexisrisk.com","443","good","wsnac.lexisnexisrisk.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 10:02:59 ","gov.product@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=wsnac.lexisnexisrisk.com","Prod","ris-gloappinf@risk.lexisnexis.com","IOG-21460-042122"
"dr.wsnac.lexisnexisrisk.com","443","good","wsnac.lexisnexisrisk.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 00:34:16 ","gov.product@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dr.wsnac.lexisnexisrisk.com","Prod","ris-gloappinf@risk.lexisnexis.com","IOG-21460-042122"
"pr.wsnac.lexisnexisrisk.com","443","good","wsnac.lexisnexisrisk.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-06-01 03:39:54 ","gov.product@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=pr.wsnac.lexisnexisrisk.com","Prod","ris-gloappinf@risk.lexisnexis.com","IOG-21460-042122"
"wsnac-ala.risk.regn.net","443","good","wsnac.lexisnexisrisk.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 21:28:51 ","gov.product@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=wsnac-ala.risk.regn.net","Prod","ris-gloappinf@risk.lexisnexis.com","IOG-21460-042122"
"wsnac-bct.risk.regn.net","443","good","wsnac.lexisnexisrisk.com","2022-07-18","","","Trustwave Holdings","46.75","N","2022-05-30 21:28:51 ","gov.product@lexisnexisrisk.com","GOV","https://cdb.rs.lexisnexis.net/ssl/index.php?q=wsnac-bct.risk.regn.net","Prod","ris-gloappinf@risk.lexisnexis.com","IOG-21460-042122"
"cipher.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 10:48:12 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=cipher.idanalytics.com","","dl-ida-networkgroup@lexisnexisrisk.com",""
"device42.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 11:25:22 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=device42.idanalytics.com","","dl-ida-networkgroup@lexisnexisrisk.com",""
"git.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 12:35:50 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=git.idanalytics.com","Prod","dl-ida-networkgroup@lexisnexisrisk.com",""
"gitlab.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 12:36:00 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=gitlab.idanalytics.com","Prod","dl-ida-networkgroup@lexisnexisrisk.com",""
"go-live.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 12:36:04 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=go-live.idanalytics.com","","dl-ida-networkgroup@lexisnexisrisk.com",""
"int-apps.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 13:54:22 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=int-apps.idanalytics.com","Prod","dl-ida-networkgroup@lexisnexisrisk.com",""
"jira.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 13:58:58 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=jira.idanalytics.com","Prod","dl-ida-networkgroup@lexisnexisrisk.com",""
"las-prod-ccort-1.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 14:04:42 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=las-prod-ccort-1.idanalytics.com","","dl-ida-networkgroup@lexisnexisrisk.com",""
"looker.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 14:33:30 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=looker.idanalytics.com","","dl-ida-networkgroup@lexisnexisrisk.com",""
"prodmon.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 16:53:26 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=prodmon.idanalytics.com","","dl-ida-networkgroup@lexisnexisrisk.com",""
"qa-app1109.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 16:56:45 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=qa-app1109.idanalytics.com","Non-Prod","dl-ida-networkgroup@lexisnexisrisk.com",""
"resetent.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 17:06:34 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=resetent.idanalytics.com","","dl-ida-networkgroup@lexisnexisrisk.com",""
"san-prod-hdfsadmin-1.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 20:16:56 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=san-prod-hdfsadmin-1.idanalytics.com","Prod","dl-ida-networkgroup@lexisnexisrisk.com",""
"sonarqube.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 20:38:13 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=sonarqube.idanalytics.com","","dl-ida-networkgroup@lexisnexisrisk.com",""
"wiki.idanalytics.com","443","good","*.idanalytics.com","2022-07-20","","","Trustwave Holdings","48.75","N","2022-05-30 21:28:35 ","dl-ida-networkgroup@lexisnexisrisk.com","BS","https://cdb.rs.lexisnexis.net/ssl/index.php?q=wiki.idanalytics.com","Prod","dl-ida-networkgroup@lexisnexisrisk.com",""
"idslogin-dev-cdn.insurancesolutions.lexisnexisrisk.com","443","bad 6","a248.e.akamai.net","2022-07-20","","","DigiCert Inc","48.75","N","2021-09-02 23:11:10 OLD, probably not a valid cert","insidsportal.dev@risk.lexisnexis.com","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=idslogin-dev-cdn.insurancesolutions.lexisnexisrisk.com","","",""
"uwportal-dev-cdn.insurancesolutions.lexisnexisrisk.com","443","bad 6","a248.e.akamai.net","2022-07-20","","","DigiCert Inc","48.75","N","2021-09-03 00:08:04 OLD, probably not a valid cert","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=uwportal-dev-cdn.insurancesolutions.lexisnexisrisk.com","","",""
"alawpstcweb301.risk.regn.net","443","good","ALAWPSTCWEB301.risk.regn.net","2022-07-20","","","ALAWPSTCWEB301.risk.regn.net","48.75","N","2022-05-30 05:55:05 ","","","https://cdb.rs.lexisnexis.net/ssl/index.php?q=alawpstcweb301.risk.regn.net","","",""
"polapi.lexisnexisrisk.com","443","good","polapi.lexisnexisrisk.com","2022-07-20","2022-07-20","On Prem","Trustwave Holdings","48.75","N","2022-06-01 06:16:03 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=polapi.lexisnexisrisk.com","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"br-dmzlb01.br.seisint.com","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 09:30:19 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=br-dmzlb01.br.seisint.com","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"br-dmzlb02.br.seisint.com","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 09:30:20 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=br-dmzlb02.br.seisint.com","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"dmz1slb1.seisint.com","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 11:27:10 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dmz1slb1.seisint.com","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"dmz1slb2.seisint.com","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 11:27:10 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=dmz1slb2.seisint.com","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"healthcare-development-dr-polv5-haproxy01.risk.regn.net","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 13:26:19 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcare-development-dr-polv5-haproxy01.risk.regn.net","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"healthcare-development-dr-polv5-haproxy02.risk.regn.net","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 13:26:19 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcare-development-dr-polv5-haproxy02.risk.regn.net","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"healthcare-development-prod-polv5-haproxy01.risk.regn.net","443","bad 7","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 13:29:14 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcare-development-prod-polv5-haproxy01.risk.regn.net","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"healthcare-development-prod-polv5-haproxy02.risk.regn.net","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 13:29:17 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcare-development-prod-polv5-haproxy02.risk.regn.net","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
"healthcare-development-prod-polv5-haproxy03.risk.regn.net","443","good","polapi.lexisnexisrisk.com","2022-07-20","","On Prem","Trustwave Holdings","48.75","N","2022-05-30 13:29:17 ","kopadmins@lexisnexisrisk.com","HC","https://cdb.rs.lexisnexis.net/ssl/index.php?q=healthcare-development-prod-polv5-haproxy03.risk.regn.net","Prod","kopadmins@lexisnexisrisk.com","IOG-22076"
